"","ssp","drought_stress","insect_risk","disease_risk","photosynhthesis_day","risk_rain","yday_speargrowth","yday_harvest_star","accumulated_chill","frost_risk","diurnal_risk","rainharvest_risk","heatharvest_risk","Tsoil_mean","id"
"ssp126--INM-CM4-8--2075--2100","ssp126",0.31,0.22,0,75,0.2,75,90,95.94,0,0.1,0.3,0,19.5393986834369,1100
"ssp126--INM-CM5-0--2075--2001","ssp126",0.41,0,0,80,0.2,42,48,70.51,0.2,0.3,0,0.3,17.6005520057812,1101
"ssp126--INM-CM5-0--2075--2002","ssp126",0.33,0.3,0,85,0,42,48,69.78,0.2,0.4,0,0.05,17.9014313890168,1102
"ssp126--INM-CM5-0--2075--2003","ssp126",0.12,0,0.2,83,0,75,85,100.01,0.1,0.3,0.3,0.05,18.3676514877626,1103
"ssp126--INM-CM5-0--2075--2004","ssp126",0.46,0.17,0,86,0.1,60,86,83.25,0,0.1,0,0,19.1550883092237,1104
"ssp126--INM-CM5-0--2075--2005","ssp126",0.12,0.2,0,86,0,52,58,79.01,0.2,0.4,0,0.1,17.6396780278638,1105
"ssp126--INM-CM5-0--2075--2006","ssp126",0.24,0.12,0,96,0.2,47,53,75.44,0.4,0.5,0.3,0.25,17.6302405317688,1106
"ssp126--INM-CM5-0--2075--2007","ssp126",0.18,0,0,81,0.2,42,48,71.73,0.5,0.2,0.3,0.05,17.2274102506925,1107
"ssp126--INM-CM5-0--2075--2008","ssp126",0.41,0.27,0,77,0.5,45,51,72.37,0.2,0.4,0.3,0.45,18.1539246317699,1108
"ssp126--INM-CM5-0--2075--2009","ssp126",0.19,0.36,0,87,0.4,48,68,80.01,0,0.5,0.1,0.15,19.1249141314917,1109
"ssp126--INM-CM5-0--2075--2010","ssp126",0.51,0,0,82,0.2,46,99,80.04,0,0.1,0.1,0,19.2917907655376,1110
"ssp126--INM-CM5-0--2075--2011","ssp126",0.26,0.37,0,71,0,42,77,67.66,0,0.5,0,0.25,19.3026467212925,1111
"ssp126--INM-CM5-0--2075--2012","ssp126",0.21,0.14,0,96,0.1,60,66,86.1,0.3,0.4,0.2,0.1,17.6010231227852,1112
"ssp126--INM-CM5-0--2075--2013","ssp126",0.46,0.28,0,75,0.3,63,69,79.36,0.4,0.3,0.1,0,17.5319472012697,1113
"ssp126--INM-CM5-0--2075--2014","ssp126",0.25,0.1,0,75,0,42,49,71.98,0.5,0.1,0,0.35,16.8620574511542,1114
"ssp126--INM-CM5-0--2075--2015","ssp126",0.46,0.13,0,85,0.8,57,63,81.64,0,0.3,0.3,0.05,17.8522606436972,1115
"ssp126--INM-CM5-0--2075--2016","ssp126",0.2,0.11,0,100,0.1,45,51,68.89,0.1,0.4,0.3,0.2,18.2127626294959,1116
"ssp126--INM-CM5-0--2075--2017","ssp126",0.19,0.3,0,87,0.2,52,72,78.68,0.2,0.4,0.1,0.05,18.2760238807765,1117
"ssp126--INM-CM5-0--2075--2018","ssp126",0.1,0.57,0,100,0,57,63,84.05,0,0.2,0.3,0.05,18.2526369979512,1118
"ssp126--INM-CM5-0--2075--2019","ssp126",0.17,0.33,0,88,0.2,54,60,80.88,0.4,0.2,0.1,0,18.0583447164173,1119
"ssp126--INM-CM5-0--2075--2020","ssp126",0.34,0.1,0,73,0.1,50,77,78.18,0.2,0.2,0.1,0.1,19.1829875889421,1120
"ssp126--INM-CM5-0--2075--2021","ssp126",0.18,0.1,0,91,0.2,63,69,78.44,0.1,0,0.2,0.15,18.7855841245035,1121
"ssp126--INM-CM5-0--2075--2022","ssp126",0.18,0.39,0,94,0.1,42,73,77.85,0,0.1,0.1,0.3,18.4146263431907,1122
"ssp126--INM-CM5-0--2075--2023","ssp126",0.42,0.2,0,86,0,42,48,74.76,0.4,0.6,0.2,0.05,17.6779686500538,1123
"ssp126--INM-CM5-0--2075--2024","ssp126",0.26,0.35,0,94,0,44,50,75.55,0,0.4,0.3,0.05,18.4938869032891,1124
"ssp126--INM-CM5-0--2075--2025","ssp126",0.11,0.38,0,88,0,53,63,70.82,0.4,0.5,0.1,0.3,18.3008983435651,1125
"ssp126--INM-CM5-0--2075--2026","ssp126",0.37,0.11,0,100,0.3,52,58,84.07,0,0.3,0.1,0.1,19.1740231862763,1126
"ssp126--INM-CM5-0--2075--2027","ssp126",0.25,0.11,0,64,0.1,65,71,90.14,0,0.3,0.2,0.25,19.1148240346222,1127
"ssp126--INM-CM5-0--2075--2028","ssp126",0.51,0.34,0,90,0.2,53,71,79.34,0,0.4,0.1,0.2,18.7369703329842,1128
"ssp126--INM-CM5-0--2075--2029","ssp126",0.3,0.49,0.25,64,0.2,47,53,74.01,0.2,0.3,0.1,0.15,18.4999692886029,1129
"ssp126--INM-CM5-0--2075--2030","ssp126",0.15,0.24,0,95,0.2,45,51,74.21,0,0.5,0.3,0.4,17.9157971078559,1130
"ssp126--INM-CM5-0--2075--2031","ssp126",0.33,0.27,0,89,0,47,77,76.38,0,0.1,0.1,0,17.9262795129732,1131
"ssp126--INM-CM5-0--2075--2032","ssp126",0.39,0.12,0.2,80,0.1,59,65,81.93,0,0.2,0.1,0,18.8784346335807,1132
"ssp126--INM-CM5-0--2075--2033","ssp126",0.26,0.39,0,85,0.1,70,79,90.17,0.2,0.3,0,0,18.4945333570783,1133
"ssp126--INM-CM5-0--2075--2034","ssp126",0.29,0.24,0,82,0.1,52,58,74.88,0.1,0.6,0,0.5,18.6243426443216,1134
"ssp126--INM-CM5-0--2075--2035","ssp126",0.25,0.21,0,91,0.3,52,58,79.51,0.7,0.2,0,0.1,17.0378508992349,1135
"ssp126--INM-CM5-0--2075--2036","ssp126",0.11,0.21,0,83,0.5,63,69,84.88,0,0,0.1,0.05,18.2756234463271,1136
"ssp126--INM-CM5-0--2075--2037","ssp126",0.06,0.13,0.2,85,0.35,42,79,73.49,0,0.4,0.1,0.3,17.7214492996952,1137
"ssp126--INM-CM5-0--2075--2038","ssp126",0.47,0.27,0,93,0.2,42,48,74.46,0,0.1,0.2,0,17.8498518186191,1138
"ssp126--INM-CM5-0--2075--2039","ssp126",0.38,0.29,0,91,0,42,59,75.71,0.3,0.7,0.3,0.45,17.2689771491239,1139
"ssp126--INM-CM5-0--2075--2040","ssp126",0.18,0.36,0,80,0,47,53,78.78,0.7,0.5,0.1,0.15,17.3801011850218,1140
"ssp126--INM-CM5-0--2075--2041","ssp126",0.29,0.41,0,108,0.1,42,51,70.7,0.1,0.5,0,0.1,17.7678806186333,1141
"ssp126--INM-CM5-0--2075--2042","ssp126",0.3,0,0,98,0,57,63,82.62,0,0.2,0.3,0.05,19.1649937305856,1142
"ssp126--INM-CM5-0--2075--2043","ssp126",0.29,0.38,0,89,0.2,56,90,87.45,0,0.2,0.1,0.15,18.8760417636976,1143
"ssp126--INM-CM5-0--2075--2044","ssp126",0.36,0.26,0,94,0.3,74,80,91.46,0.2,0.2,0,0.1,18.5084079707036,1144
"ssp126--INM-CM5-0--2075--2045","ssp126",0.14,0.29,0,106,0.3,75,81,94.35,0,0.1,0.2,0.05,18.2325707148359,1145
"ssp126--INM-CM5-0--2075--2046","ssp126",0.38,0.39,0,94,0.8,57,67,82.72,0,0.1,0.1,0.15,18.8719395457011,1146
"ssp126--INM-CM5-0--2075--2047","ssp126",0.35,0.46,0,78,0.4,62,105,90.79,0,0.1,0.2,0.05,19.950135256809,1147
"ssp126--INM-CM5-0--2075--2048","ssp126",0.35,0.29,0,79,0,60,66,85.23,0,0,0.3,0.25,17.9678749865078,1148
"ssp126--INM-CM5-0--2075--2049","ssp126",0.06,0.16,0,78,0,62,68,86.91,0.1,0.2,0.1,0.1,18.8889016467249,1149
"ssp126--INM-CM5-0--2075--2050","ssp126",0.34,0,0,68,0.4,47,89,71.8,0.1,0,0.1,0,18.1549556886166,1150
"ssp126--INM-CM5-0--2075--2051","ssp126",0.31,0.22,0,84,0.1,42,54,68.13,0.1,0.4,0.1,0.2,17.9796436076865,1151
"ssp126--INM-CM5-0--2075--2052","ssp126",0,0.13,0,82,0,48,54,76.82,0,0.2,0.1,0,18.2469691136952,1152
"ssp126--INM-CM5-0--2075--2053","ssp126",0.2,0,0.3,103,0.1,57,63,84.47,0,0.1,0.2,0.1,18.0683109002949,1153
"ssp126--INM-CM5-0--2075--2054","ssp126",0.16,0.26,0,74,0.3,57,63,85.94,0,0,0.1,0.35,18.3902330854314,1154
"ssp126--INM-CM5-0--2075--2055","ssp126",0.38,0.11,0,71,0.2,61,67,82.2,0,0.2,0,0.15,18.4969968529156,1155
"ssp126--INM-CM5-0--2075--2056","ssp126",0.28,0.13,0,99,0.1,42,79,71.59,0,0.2,0,0,18.9088503799928,1156
"ssp126--INM-CM5-0--2075--2057","ssp126",0.36,0.12,0,98,0.1,55,65,85.67,0.3,0.7,0,0.05,18.2497987759994,1157
"ssp126--INM-CM5-0--2075--2058","ssp126",0.2,0.13,0,78,0.3,79,85,98.03,0,0.3,0.1,0.05,19.2501609351851,1158
"ssp126--INM-CM5-0--2075--2059","ssp126",0.22,0.31,0,92,0.1,64,70,89.28,0,0,0.2,0,18.5625962984053,1159
"ssp126--INM-CM5-0--2075--2060","ssp126",0.38,0.18,0,89,0.1,65,77,84.72,0,0.3,0,0.1,18.5968454843896,1160
"ssp126--INM-CM5-0--2075--2061","ssp126",0.37,0.27,0,81,0.1,58,87,82.1,0.1,0,0.2,0.15,18.4946020462507,1161
"ssp126--INM-CM5-0--2075--2062","ssp126",0.31,0.27,0,68,0.4,42,48,72.35,0.2,0.3,0,0,17.1464262354471,1162
"ssp126--INM-CM5-0--2075--2063","ssp126",0.24,0.21,0,83,0.1,60,66,81.86,0,0.6,0.3,0.45,18.9493972944459,1163
"ssp126--INM-CM5-0--2075--2064","ssp126",0.3,0.45,0,88,0.1,42,49,73.01,0.4,0.2,0.2,0,17.9534259841717,1164
"ssp126--INM-CM5-0--2075--2065","ssp126",0.26,0.22,0,66,0.1,51,65,84.84,0,0.2,0.2,0,18.705110758752,1165
"ssp126--INM-CM5-0--2075--2066","ssp126",0.21,0.51,0,87,0.2,74,80,93.21,0,0.5,0.1,0.15,19.42728062528,1166
"ssp126--INM-CM5-0--2075--2067","ssp126",0.25,0.33,0,81,0,64,70,86.59,0.1,0.2,0.3,0,18.922061744257,1167
"ssp126--INM-CM5-0--2075--2068","ssp126",0.39,0.3,0,90,0.2,73,79,96.59,0.4,0.5,0.3,0,18.8376188690773,1168
"ssp126--INM-CM5-0--2075--2069","ssp126",0.28,0.37,0,91,0.1,68,74,90.43,0,0.3,0.2,0.3,18.6033261353798,1169
"ssp126--INM-CM5-0--2075--2070","ssp126",0.23,0.2,0,93,0.1,42,52,71.89,0.4,0.3,0.2,0.15,17.534476262231,1170
"ssp126--INM-CM5-0--2075--2071","ssp126",0.17,0.21,0,87,0.2,50,56,76.09,0,0,0.1,0.05,17.6308534642172,1171
"ssp126--INM-CM5-0--2075--2072","ssp126",0.06,0.22,0,87,0.2,58,64,81.91,0.1,0,0.1,0,18.117333232554,1172
"ssp126--INM-CM5-0--2075--2073","ssp126",0.44,0.24,0,82,0.2,76,82,87.71,0,0.4,0.4,0.05,19.5385826943853,1173
"ssp126--INM-CM5-0--2075--2074","ssp126",0.32,0,0,95,0,42,48,67.26,0.7,0.2,0,0,16.6403577439323,1174
"ssp126--INM-CM5-0--2075--2075","ssp126",0.21,0,0,67,0.5,52,58,81.26,0,0.4,0.2,0.15,18.1460563756481,1175
"ssp126--INM-CM5-0--2075--2076","ssp126",0.26,0.13,0,75,0.3,52,58,79.31,0.3,0.3,0.1,0.15,17.5138932771323,1176
"ssp126--INM-CM5-0--2075--2077","ssp126",0.21,0.12,0,90,0.3,60,66,85.98,0,0.1,0.2,0.35,18.5780236974831,1177
"ssp126--INM-CM5-0--2075--2078","ssp126",0.17,0.2,0,86,0.2,68,74,91.3,0,0.1,0.4,0,18.722542718575,1178
"ssp126--INM-CM5-0--2075--2079","ssp126",0.19,0,0,88,0.4,48,54,76.17,0,0.3,0,0.35,18.9367402871213,1179
"ssp126--INM-CM5-0--2075--2080","ssp126",0.42,0.36,0,82,0.1,83,89,99.56,0,0.6,0.1,0.2,19.2337729763582,1180
"ssp126--INM-CM5-0--2075--2081","ssp126",0.23,0,0,83,0.2,71,77,93.98,0.4,0.4,0.2,0,17.6368825196844,1181
"ssp126--INM-CM5-0--2075--2082","ssp126",0.25,0,0,84,0.5,42,63,72.56,0.1,0.2,0,0,18.7204555463472,1182
"ssp126--INM-CM5-0--2075--2083","ssp126",0.38,0.22,0,82,0,44,67,73.11,0.1,0.2,0,0,17.585522362748,1183
"ssp126--INM-CM5-0--2075--2084","ssp126",0.33,0.37,0,84,0,42,90,74.36,0,0.2,0.1,0,19.0600603778153,1184
"ssp126--INM-CM5-0--2075--2085","ssp126",0.47,0.24,0,91,0,76,82,96.45,0.1,0.4,0.1,0.2,18.8915857246419,1185
"ssp126--INM-CM5-0--2075--2086","ssp126",0.31,0.31,0,77,0.4,80,86,100.95,0,0,0.1,0.15,19.6732916543401,1186
"ssp126--INM-CM5-0--2075--2087","ssp126",0.23,0.5,0,80,0.4,70,76,90.39,0,0.3,0,0,18.3451405393555,1187
"ssp126--INM-CM5-0--2075--2088","ssp126",0.17,0.1,0,76,0.2,59,82,87.04,0,0.4,0.1,0.15,19.2995224150022,1188
"ssp126--INM-CM5-0--2075--2089","ssp126",0.31,0,0,72,0,62,84,86.91,0,0,0.1,0,17.9380177381426,1189
"ssp126--INM-CM5-0--2075--2090","ssp126",0.19,0.56,0,102,0.1,81,87,99.37,0.1,0.1,0,0,19.2028882511328,1190
"ssp126--INM-CM5-0--2075--2091","ssp126",0.25,0.1,0,83,0.1,72,78,95.39,0.2,0.3,0.1,0,18.3320759556718,1191
"ssp126--INM-CM5-0--2075--2092","ssp126",0.23,0.24,0,97,0.2,43,60,70.6,0.1,0.1,0.2,0,18.5069034593828,1192
"ssp126--INM-CM5-0--2075--2093","ssp126",0.33,0.23,0,85,0.2,58,72,79.63,0.4,0.3,0.1,0.2,17.1053365492011,1193
"ssp126--INM-CM5-0--2075--2094","ssp126",0.28,0.48,0,89,0.1,62,74,90.43,0,0.1,0.2,0,19.3394927710528,1194
"ssp126--INM-CM5-0--2075--2095","ssp126",0.36,0.47,0,100,0.1,49,55,77.23,0.7,0.4,0.1,0.05,16.5037830068294,1195
"ssp126--INM-CM5-0--2075--2096","ssp126",0.13,0.11,0,78,0.2,42,48,59.83,0,0.3,0.2,0,17.22030961193,1196
"ssp126--INM-CM5-0--2075--2097","ssp126",0.05,0.24,0,86,0,56,64,79.14,0,0.1,0.1,0,17.8456085249751,1197
"ssp126--INM-CM5-0--2075--2098","ssp126",0.36,0.21,0,86,0.1,58,69,86.19,0.1,0.2,0.2,0.15,18.516048183589,1198
"ssp126--INM-CM5-0--2075--2099","ssp126",0.43,0.42,0,84,0.45,74,80,99.43,0,0.3,0.1,0.05,18.9131425424944,1199
"ssp126--INM-CM5-0--2075--2100","ssp126",0.31,0.22,0,76,0.2,73,79,95.16,0.1,0.1,0.3,0,18.8792087469292,1200
"ssp126--IPSL-CM6A-LR--2075--2001","ssp126",0.36,0.24,0,87,0.2,43,49,71.15,0.2,0.3,0,0.3,17.6854094668379,1201
"ssp126--IPSL-CM6A-LR--2075--2002","ssp126",0.33,0.26,0,89,0,43,49,71.01,0.2,0.2,0,0.05,17.8996553643938,1202
"ssp126--IPSL-CM6A-LR--2075--2003","ssp126",0.12,0.22,0.2,94,0.1,75,84,101.24,0.1,0.2,0.4,0.2,18.4237655048679,1203
"ssp126--IPSL-CM6A-LR--2075--2004","ssp126",0.46,0.29,0,97,0.1,60,86,81.8,0,0.1,0,0.1,19.2571441569911,1204
"ssp126--IPSL-CM6A-LR--2075--2005","ssp126",0.18,0.27,0,98,0.1,52,58,78.8,0.2,0.4,0,0.2,17.6586528735739,1205
"ssp126--IPSL-CM6A-LR--2075--2006","ssp126",0.24,0.47,0,106,0.2,50,64,77.95,0.4,0.4,0.5,0.25,18.032555172634,1206
"ssp126--IPSL-CM6A-LR--2075--2007","ssp126",0.18,0,0,89,0.1,42,48,73.43,0.5,0.2,0.3,0,17.2115709591352,1207
"ssp126--IPSL-CM6A-LR--2075--2008","ssp126",0.41,0.46,0,83,0.4,46,52,72.9,0.2,0.3,0.3,0.7,18.1954215505961,1208
"ssp126--IPSL-CM6A-LR--2075--2009","ssp126",0.24,0.47,0,94,0.5,66,72,93.64,0,0.3,0,0.35,19.2047960455613,1209
"ssp126--IPSL-CM6A-LR--2075--2010","ssp126",0.5,0.1,0,94,0.2,47,101,79.99,0,0,0.1,0,19.4373983897803,1210
"ssp126--IPSL-CM6A-LR--2075--2011","ssp126",0.28,0.37,0,79,0,42,76,66.65,0,0.3,0,0.35,19.4063787269471,1211
"ssp126--IPSL-CM6A-LR--2075--2012","ssp126",0.21,0.38,0,102,0,60,66,86.84,0.2,0.3,0.2,0.15,17.8409292941909,1212
"ssp126--IPSL-CM6A-LR--2075--2013","ssp126",0.48,0.28,0,89,0.3,64,70,78.26,0.2,0.2,0.1,0,17.4223644143541,1213
"ssp126--IPSL-CM6A-LR--2075--2014","ssp126",0.2,0.1,0,83,0.1,42,55,71.57,0.4,0.1,0.1,0.45,17.019864555952,1214
"ssp126--IPSL-CM6A-LR--2075--2015","ssp126",0.54,0.27,0,91,0.5,58,64,80.37,0,0.1,0.2,0.1,18.0220927577876,1215
"ssp126--IPSL-CM6A-LR--2075--2016","ssp126",0.25,0.24,0,109,0.2,45,51,68.35,0.1,0.4,0.2,0.25,18.0619479213896,1216
"ssp126--IPSL-CM6A-LR--2075--2017","ssp126",0.18,0.4,0,93,0.2,70,76,88,0.2,0.2,0.1,0.05,18.3787069352064,1217
"ssp126--IPSL-CM6A-LR--2075--2018","ssp126",0.1,0.81,0,106,0,57,63,84.76,0,0.1,0.3,0.1,18.4480667621305,1218
"ssp126--IPSL-CM6A-LR--2075--2019","ssp126",0.17,0.34,0,93,0.2,54,61,81.52,0.4,0.1,0.1,0,18.1124567626199,1219
"ssp126--IPSL-CM6A-LR--2075--2020","ssp126",0.34,0.31,0,76,0.2,76,85,95.07,0,0,0.1,0.2,19.701971678974,1220
"ssp126--IPSL-CM6A-LR--2075--2021","ssp126",0.22,0.2,0,94,0.1,63,69,77.49,0.1,0,0.2,0.5,18.7572610943731,1221
"ssp126--IPSL-CM6A-LR--2075--2022","ssp126",0.18,0.4,0,107,0.1,42,73,76.98,0,0,0.1,0.55,18.4488276243308,1222
"ssp126--IPSL-CM6A-LR--2075--2023","ssp126",0.42,0.2,0,99,0,43,49,74.65,0.4,0.3,0.3,0.15,17.6616949926681,1223
"ssp126--IPSL-CM6A-LR--2075--2024","ssp126",0.26,0.37,0,100,0,44,50,75.42,0,0.3,0.4,0.1,18.5975195742283,1224
"ssp126--IPSL-CM6A-LR--2075--2025","ssp126",0.11,0.43,0,97,0,56,69,74.49,0.2,0.2,0.1,0.45,18.4731329314853,1225
"ssp126--IPSL-CM6A-LR--2075--2026","ssp126",0.34,0.21,0,107,0.3,55,61,84.8,0,0.2,0.1,0.2,19.171500236395,1226
"ssp126--IPSL-CM6A-LR--2075--2027","ssp126",0.14,0.13,0,76,0.1,65,71,89.72,0,0.3,0.2,0.3,19.2000145361374,1227
"ssp126--IPSL-CM6A-LR--2075--2028","ssp126",0.55,0.36,0,99,0.2,69,75,88.88,0,0.3,0.1,0.35,18.8271106678146,1228
"ssp126--IPSL-CM6A-LR--2075--2029","ssp126",0.3,0.53,0,80,0.2,47,53,75.32,0.2,0.1,0.1,0.2,18.6539166666789,1229
"ssp126--IPSL-CM6A-LR--2075--2030","ssp126",0.15,0.26,0,100,0.2,45,51,74.88,0,0.4,0.3,0.65,17.9410926305235,1230
"ssp126--IPSL-CM6A-LR--2075--2031","ssp126",0.33,0.27,0,95,0,47,78,77.23,0,0.1,0.1,0,18.1112923168596,1231
"ssp126--IPSL-CM6A-LR--2075--2032","ssp126",0.47,0.12,0.2,93,0.1,59,65,82.99,0,0.1,0.1,0,18.9564916521065,1232
"ssp126--IPSL-CM6A-LR--2075--2033","ssp126",0.25,0.37,0,98,0.1,70,79,90.82,0,0.2,0,0,18.6416557777707,1233
"ssp126--IPSL-CM6A-LR--2075--2034","ssp126",0.29,0.24,0,91,0.1,53,59,74.74,0.1,0.4,0,0.6,18.6103060417108,1234
"ssp126--IPSL-CM6A-LR--2075--2035","ssp126",0.25,0.32,0,101,0.3,53,59,81.18,0.7,0.2,0.1,0.25,16.986376370786,1235
"ssp126--IPSL-CM6A-LR--2075--2036","ssp126",0.11,0.43,0,88,0.4,64,70,85.97,0,0,0.1,0.05,18.2813942539498,1236
"ssp126--IPSL-CM6A-LR--2075--2037","ssp126",0.07,0.21,0.2,90,0.45,42,79,74.1,0,0.3,0.1,0.4,17.7196266284119,1237
"ssp126--IPSL-CM6A-LR--2075--2038","ssp126",0.47,0.32,0,96,0.2,42,48,73.68,0,0.2,0.2,0.15,17.9997784825945,1238
"ssp126--IPSL-CM6A-LR--2075--2039","ssp126",0.38,0.3,0,97,0,58,64,86.15,0.2,0.6,0.3,0.5,17.3587880950174,1239
"ssp126--IPSL-CM6A-LR--2075--2040","ssp126",0.12,0.35,0,88,0,47,53,77.37,0.7,0.3,0.1,0.15,17.4162800758219,1240
"ssp126--IPSL-CM6A-LR--2075--2041","ssp126",0.29,0.38,0,108,0.1,42,53,69.81,0.1,0.2,0,0.15,17.7464664134502,1241
"ssp126--IPSL-CM6A-LR--2075--2042","ssp126",0.3,0.11,0,103,0,57,63,83,0,0.2,0.3,0.05,19.0975455445837,1242
"ssp126--IPSL-CM6A-LR--2075--2043","ssp126",0.29,0.44,0,97,0.2,57,92,88.11,0,0.1,0.1,0.2,19.0303254305184,1243
"ssp126--IPSL-CM6A-LR--2075--2044","ssp126",0.36,0.12,0,103,0.1,74,80,91,0.1,0.2,0,0.1,18.6868392144012,1244
"ssp126--IPSL-CM6A-LR--2075--2045","ssp126",0.15,0.4,0,109,0.1,75,81,94.95,0,0.1,0.2,0.05,18.3912790728168,1245
"ssp126--IPSL-CM6A-LR--2075--2046","ssp126",0.37,0.53,0,101,0.8,66,72,86.19,0,0,0,0.2,18.836892019805,1246
"ssp126--IPSL-CM6A-LR--2075--2047","ssp126",0.32,0.54,0,90,0.3,102,108,118.71,0,0.1,0.2,0.15,19.9388474722315,1247
"ssp126--IPSL-CM6A-LR--2075--2048","ssp126",0.37,0.3,0,87,0.1,60,66,85.78,0,0,0.2,0.4,18.2867222620917,1248
"ssp126--IPSL-CM6A-LR--2075--2049","ssp126",0.06,0.15,0,91,0,62,68,87.27,0,0.2,0,0.25,18.8973173029364,1249
"ssp126--IPSL-CM6A-LR--2075--2050","ssp126",0.32,0,0,83,0.2,47,88,71.82,0.1,0.1,0.1,0.05,17.9687184692139,1250
"ssp126--IPSL-CM6A-LR--2075--2051","ssp126",0.43,0.22,0,90,0.1,42,56,68.77,0.1,0.2,0.1,0.3,18.1119050319105,1251
"ssp126--IPSL-CM6A-LR--2075--2052","ssp126",0,0.13,0,90,0,48,54,78.49,0,0.1,0.1,0,18.2416299238965,1252
"ssp126--IPSL-CM6A-LR--2075--2053","ssp126",0.15,0,0.3,107,0,57,63,82.56,0,0.1,0.2,0.2,18.0828069079958,1253
"ssp126--IPSL-CM6A-LR--2075--2054","ssp126",0.16,0.26,0,88,0.2,60,66,87.49,0,0,0.2,0.4,18.6172999362223,1254
"ssp126--IPSL-CM6A-LR--2075--2055","ssp126",0.29,0.11,0.2,86,0.2,62,68,81.36,0,0.1,0,0.25,18.6134407563913,1255
"ssp126--IPSL-CM6A-LR--2075--2056","ssp126",0.28,0.13,0,104,0,42,79,74.27,0,0.3,0,0,18.9798870702323,1256
"ssp126--IPSL-CM6A-LR--2075--2057","ssp126",0.36,0.32,0,103,0.2,55,66,84.88,0.3,0.7,0,0.15,18.3704781447593,1257
"ssp126--IPSL-CM6A-LR--2075--2058","ssp126",0.2,0.11,0,88,0.1,79,85,98.82,0,0.2,0.1,0.1,19.5621610810835,1258
"ssp126--IPSL-CM6A-LR--2075--2059","ssp126",0.15,0.41,0,104,0.1,64,70,87.96,0,0.1,0.2,0,18.6180352385971,1259
"ssp126--IPSL-CM6A-LR--2075--2060","ssp126",0.38,0.28,0,98,0,70,81,85.32,0,0.3,0,0.15,18.7232128607299,1260
"ssp126--IPSL-CM6A-LR--2075--2061","ssp126",0.33,0.27,0,89,0.1,76,91,95.6,0.1,0,0.2,0.15,18.878053718652,1261
"ssp126--IPSL-CM6A-LR--2075--2062","ssp126",0.31,0.27,0,71,0.4,42,48,71.57,0.2,0.2,0,0.05,17.2661821318472,1262
"ssp126--IPSL-CM6A-LR--2075--2063","ssp126",0.29,0.21,0,95,0.1,60,66,82.06,0,0.6,0.3,0.45,19.0489875068736,1263
"ssp126--IPSL-CM6A-LR--2075--2064","ssp126",0.3,0.45,0,99,0.2,42,50,73.3,0.3,0.2,0.2,0.05,18.0299694206801,1264
"ssp126--IPSL-CM6A-LR--2075--2065","ssp126",0.32,0.25,0,71,0.2,51,65,84.06,0,0.2,0.2,0,18.8488198005589,1265
"ssp126--IPSL-CM6A-LR--2075--2066","ssp126",0.21,0.69,0,89,0.2,74,80,93.04,0,0.5,0.1,0.3,19.3312522195757,1266
"ssp126--IPSL-CM6A-LR--2075--2067","ssp126",0.19,0.33,0,89,0.1,64,70,86.41,0.1,0,0.3,0.05,19.1381563362897,1267
"ssp126--IPSL-CM6A-LR--2075--2068","ssp126",0.39,0.53,0,94,0,73,79,95.84,0.4,0.3,0.3,0,18.9209614079987,1268
"ssp126--IPSL-CM6A-LR--2075--2069","ssp126",0.24,0.39,0,96,0.1,68,74,90.46,0,0.2,0.2,0.5,18.757157336935,1269
"ssp126--IPSL-CM6A-LR--2075--2070","ssp126",0.24,0.41,0,102,0.1,42,53,73,0.2,0.1,0.2,0.25,17.559776407874,1270
"ssp126--IPSL-CM6A-LR--2075--2071","ssp126",0.17,0.5,0,87,0.3,50,56,76.68,0,0,0,0.05,17.7935712172732,1271
"ssp126--IPSL-CM6A-LR--2075--2072","ssp126",0.06,0.32,0,96,0.2,59,65,82.32,0.1,0,0.1,0.05,18.0946954126775,1272
"ssp126--IPSL-CM6A-LR--2075--2073","ssp126",0.39,0.24,0,91,0.1,76,82,88.05,0,0.3,0.3,0.25,19.5880894015013,1273
"ssp126--IPSL-CM6A-LR--2075--2074","ssp126",0.31,0.21,0,99,0,42,48,68.29,0.7,0.2,0.1,0,16.8862802905197,1274
"ssp126--IPSL-CM6A-LR--2075--2075","ssp126",0.21,0,0,78,0.7,53,59,81.57,0,0.1,0.2,0.15,18.4621016800045,1275
"ssp126--IPSL-CM6A-LR--2075--2076","ssp126",0.26,0.2,0,84,0.2,52,58,80.77,0.3,0.3,0.1,0.2,17.469575577135,1276
"ssp126--IPSL-CM6A-LR--2075--2077","ssp126",0.21,0.13,0,94,0.3,60,66,87.17,0,0.1,0.3,0.55,18.613694727583,1277
"ssp126--IPSL-CM6A-LR--2075--2078","ssp126",0.23,0.22,0,98,0.1,68,74,92.07,0,0.1,0.4,0,18.8357745243809,1278
"ssp126--IPSL-CM6A-LR--2075--2079","ssp126",0.19,0,0,94,0.2,48,54,78.2,0,0.3,0,0.45,18.9495424334302,1279
"ssp126--IPSL-CM6A-LR--2075--2080","ssp126",0.42,0.26,0,96,0,83,89,98.87,0,0.3,0,0.25,19.2614405225649,1280
"ssp126--IPSL-CM6A-LR--2075--2081","ssp126",0.23,0,0,90,0.2,71,77,92.83,0.3,0.3,0.2,0,17.7435104018727,1281
"ssp126--IPSL-CM6A-LR--2075--2082","ssp126",0.23,0.1,0,97,0.25,42,64,73.48,0,0.1,0,0,18.8226316607622,1282
